seed node,shapley value
10733,16.195
1802,36.6731
9805,11.3231
25494,7.3212
10137,4.2562
34383,9.0746
9508,62.3175
47154,37.7438
57304,36.4589
20907,4.4971
1601,8.7266
34386,34.5048
25275,78.6999
11422,8.566
79,1.4187
467,9.5163
55287,26.0995
29855,18.5507
36660,2.9713
8764,5.0057
26464,6.6922
11101,21.0937
67982,143.4533
9280,7.7094
15194,4.4168
1370,6.5851
4403,3.0516
1937,36.5928
1559,12.9293
43901,22.3786
10914,3.8279
24727,9.4226
22,2.2486
22643,31.6941
20082,5.1396
31233,3.7744
4267,4.2562
4153,2.4413
15297,5.782
27201,11.0822
23174,25.2161
7019,2.891
34767,11.0555
3552,4.0421
7508,3.2122
3702,14.9503
36637,3.0516
1321,6.2371
15083,14.4551
818,5.0057
1697,12.3136
7027,6.1033
21672,1.6061
14686,36.3786
39275,31.8012
19337,46.0153
9193,36.1377
19694,6.6119
815,57.9809
15927,131.8625
7669,5.9159
173,14.5354
5969,5.782
3291,63.2811
51115,28.1071
12815,22.9675
53642,28.0803
49,12.0861
49404,2.543
2605,17.8681
9210,5.782
11605,13.0096
32585,38.3595
29084,1.6061
24243,43.6865
27858,1.9006
11570,6.3442
45984,26.9828
7872,11.6979
12367,5.1931
32646,13.652
2702,12.5813
107,1.847
53945,47.8624
17081,60.3098
36492,15.5124
55817,29.6865
13601,6.3442
319,5.7553
22054,3.5067
2969,57.3251
37735,27.8662
11316,24.413
746,5.2467
2614,4.9522
49060,3.5335
49323,1.9809
71963,29.7132
24349,5.9426
24128,36.7801
59065,53.002
31169,5.8623
26950,23.0478
4496,3.3461
101,9.9847
15786,3.3461
35867,1.9273
36490,30.9178
51027,72.3557
7211,2.088
1423,4.9522
31504,31.4398
44321,5.1396
67,3.935
7011,10.3595
448,7.2008
22058,9.7973
4053,4.7113
21463,3.2122
10881,4.3098
12865,10.1721
5025,32.2295
10234,3.0516
18863,6.9063
6174,3.1855
8615,7.2275
2623,11.5507
3911,8.0841
5050,5.0325
115,2.1281
38952,7.0402
52149,35.6559
5023,3.8065
172,44.1683
49284,1.2046
17519,4.1759
42103,6.3709
27068,3.8681
44,2.3824
15,5.6214
8763,2.1683
6175,6.4512
1923,3.8815
14574,9.717
9269,6.1033
769,4.8987
1368,23.369
67515,49.5488
40849,82.5546
41738,2.0076
9232,6.9063
144,23.6903
15419,41.2773
11094,39.4302
35591,4.7916
54,5.0057
17515,19.7553
4452,3.4532
14199,10.6807
17679,8.7801
64782,41.4379
6787,35.9771
75510,50.8337
1926,13.3308
23471,2.088
7348,9.7973
2720,3.6138
53535,33.5144
539,3.3729
24247,4.0153
4827,12.3404
9708,3.1052
134,3.4264
59,5.5947
33727,5.3537
48702,16.7036
19696,3.8547
57664,33.9694
22926,20.371
13467,14.2945
22356,24.3059
11722,24.9752
14195,49.7094
21664,6.5048
40480,2.7438
2700,2.2486
9705,4.7916
36949,2.891
75,7.2008
12880,31.1587
12274,31.8012
1443,42.6157
9233,25.6176
1550,118.7726
16142,59.828
23085,21.9235
1751,47.0058
449,4.5507
38938,2.1147
34239,27.2237
9690,4.1759
49277,1.8203
23463,4.0688
23460,4.8719
38769,78.0574
45871,3.2658
53188,2.7036
188,12.608
8785,2.3824
34722,31.239
35877,7.174
2651,4.0153
43565,38.5201
10732,1.5794
36495,38.6807
59630,12.26
1927,4.2964
8168,29.5526
7044,3.4532
10780,6.6654
32440,13.8929
11109,10.1989
20,4.6845
52565,32.9255
16929,14.9101
3499,5.9426
817,15.6329
378,7.2543
276,32.2027
44465,25.7782
1322,30.9713
3582,3.4532
27460,4.3365
1903,10.4398
45539,35.5354
22336,1.7667
2239,8.4321
27887,4.2294
2599,8.0306
10363,17.4264
8787,5.5947
40452,4.8184
38950,14.2945
1532,4.0153
40481,2.543
30872,3.2925
1880,3.1319
3638,2.6501
43222,31.3996
68348,36.9408
54994,30.088
24518,4.4168
27440,55.0899
15974,24.5736
64929,20.1568
92,4.1491
23515,2.6501
9691,12.1797
16374,4.4704
38376,95.1626
10209,34.13
7937,6.3442
27890,2.7304
10731,22.3251
46931,3.1855
20193,5.6482
22361,6.7189
1750,3.6138
42492,22.7801
1895,2.4627
6731,3.0249
1390,3.935
13394,51.3155
35878,1.6597
27883,2.1415
3792,5.3805
46946,3.2122
10010,4.8184
15634,3.6673
4132,18.3098
2769,9.5296
35892,3.4264
663,30.9713
15685,3.9885
40851,21.6291
10174,30.9178
23459,1.8203
11748,4.5774
29094,4.1759
11735,6.9866
1358,5.5143
49327,1.2849
76921,34.7725
19047,2.4895
36647,3.3461
20411,3.5067
437,10.935
5990,3.8547
81,6.0765
2517,5.5411
197,14.0
11434,31.8012
28455,1.9273
24020,7.4417
322,3.6941
8614,3.0115
1434,12.956
19749,7.7094
26320,3.587
32428,18.5507
4127,11.1358
2580,5.4073
24701,3.4933
195,30.6769
66307,68.0995
35881,1.5794
16115,24.8949
3733,6.3442
70412,16.9446
5016,5.5143
1692,3.2122
28483,6.4245
13527,46.631
39211,22.0842
753,1.4723
3105,3.8279
4055,10.3327
21636,11.7514
22198,72.6769
20382,6.9866
535,13.5851
8658,4.7381
24359,14.1205
8629,3.7476
8603,4.0956
38987,4.8719
478,4.979
3704,4.9522
4444,5.8891
40140,25.1358
3719,4.6577
588,13.0899
14260,4.0956
25679,2.7036
37257,13.6253
9216,6.3442
21201,2.6233
14202,4.7916
1399,16.4092
105,12.9828
24346,5.3136
25177,18.0689
3089,45.6941
9673,2.543
53200,34.9331
21690,37.5029
4986,5.6214
25034,32.6845
19713,3.413
5000,4.5774
18682,51.3958
1328,60.0689
4033,5.7285
2705,3.8279
14068,52.0383
19935,50.1912
20165,6.1836
780,12.3404
22901,32.4436
23476,3.4532
63992,14.9637
13728,1.6061
15660,12.1797
9768,4.2562
256,12.0994
10365,1.9809
185,15.2581
23480,1.6061
4431,8.74
18862,8.7534
20837,29.8738
2674,4.8987
8687,44.0612
165,5.9694
28454,1.2581
4463,2.6233
3654,5.9962
1435,7.5488
554,8.8069
3937,4.7916
78971,101.1053
36498,14.8298
28203,51.0478
1151,3.6941
1356,3.9885
1560,4.5774
3565,18.283
41736,1.1243
45770,51.0478
14788,22.566
16274,24.7878
758,5.6214
17730,3.8547
627,3.587
9738,17.8547
17118,33.0861
11,3.8413
3644,4.631
3047,8.4054
20181,4.0688
719,10.1186
76,2.1683
39184,44.088
16963,8.1109
24031,9.0746
27900,4.0688
24562,16.9446
954,10.3327
121,5.3002
59947,25.1893
1346,5.1128
2628,8.4054
19244,4.0153
6703,1.6864
44346,3.8815
60872,44.088
8164,10.8413
49467,50.1912
16,6.5851
14468,10.9216
20184,20.9063
15937,34.13
27075,8.2983
9228,12.608
3567,32.8452
39224,39.5106
11010,14.8566
76558,36.9408
1327,21.7415
67153,24.5736
40576,29.4455
2391,39.8318
6082,4.3365
15053,26.9962
2646,3.587
41844,3.3327
44620,1.7533
28553,9.8241
21963,4.0956
27859,5.956
326,5.3537
9085,4.6042
10250,41.6788
6207,4.5774
7835,3.6941
32831,53.8853
1334,2.195
11578,4.4168
9426,9.0478
15640,3.2122
22848,3.8547
65,5.9426
58604,105.3615
55749,34.719
29180,20.478
16264,3.1319
14615,32.7916
4482,4.5239
1378,9.2887
604,2.891
13661,10.1989
2576,11.4035
19257,18.2027
42134,4.7113
58159,17.6673
19709,2.6501
5026,12.4474
28759,3.7744
40600,32.5239
6188,30.5966
97,2.2753
1154,11.5373
1304,8.9943
39,1.6329
46919,32.0421
15168,4.979
21647,3.2658
94,8.1778
38802,34.5048
10170,9.9312
15295,4.3365
43424,36.5392
19773,24.5736
136,4.8184
3722,2.7572
19745,8.0038
77467,67.698
542,3.7075
5099,60.3901
2616,2.8107
1872,23.9044
17096,59.3461
22331,1.7667
2984,23.7706
66412,42.4016
11196,5.3002
2585,10.1052
27928,13.1568
24061,51.2888
3097,2.6233
36486,19.4341
27176,31.0784
12363,4.5507
11009,39.3499
4303,2.9713
55390,58.6234
47506,66.654
9904,1.9273
27058,2.3824
2413,62.0498
7845,6.5583
22374,2.9713
9674,16.3557
26328,3.8547
22702,71.3117
15671,2.9446
5611,11.7247
19693,2.3289
2668,5.6214
3711,4.0421
21922,2.7304
7360,9.0746
27850,6.1568
3904,2.9178
9196,20.1033
28700,4.6577
610,9.5832
2604,3.2122
3532,5.3002
158,21.3614
43807,19.2734
65352,69.4647
4394,11.4035
3048,32.979
1723,11.6979
3666,7.7763
12335,2.3289
9899,7.8432
1422,3.1855
11565,3.935
4297,2.8107
13649,29.7935
14301,3.6272
21668,3.3461
572,4.3901
2828,64.566
9810,15.9006
83,3.5335
140,4.6176
10878,6.6386
49276,1.7667
98,29.5526
28183,55.7859
184,8.5258
33376,5.3805
49298,2.1683
19727,2.9713
46228,22.6463
23466,1.5258
21263,5.9426
11497,31.3996
76335,51.9312
20401,5.1664
38939,2.4493
4034,15.044
96,32.8719
9688,3.2925
7390,2.7304
50538,26.501
24558,7.6023
48479,39.9924
110,2.4092
785,6.5583
1691,14.4818
4332,2.2218
46988,20.1568
103,2.7304
19732,4.7916
50862,27.4647
36,11.3633
8163,2.891
32621,39.5909
49307,1.6061
14196,15.6597
32424,3.0516
59965,28.9905
49363,2.9446
10132,19.0325
714,1.5794
28763,2.5698
40482,1.6061
2653,17.6941
19272,48.1836
6256,41.5182
540,13.7992
41811,35.8968
35882,4.2562
4345,4.8987
30667,1.4187
51853,23.3423
4189,14.8834
1739,4.5507
19883,35.9771
2276,7.9503
743,4.3365
55757,38.8681
10211,30.2754
4470,2.3021
2637,8.0574
13818,7.174
22329,5.4608
4437,4.1759
19781,2.7036
33403,32.5239
11134,6.826
3658,2.543
2275,6.1836
801,6.7725
15291,14.3748
55916,23.5029
15081,35.3346
5955,5.3805
66765,58.4895
3834,2.4895
4083,7.8165
38969,27.4647
4831,12.7151
25,1.6195
70544,35.4953
9692,5.675
32377,49.7897
2400,16.5163
55950,54.2066
1168,20.6119
27902,3.2122
49338,1.6864
58080,3.2658
3957,12.7151
1336,6.2639
17100,32.7648
10239,9.5564
8155,36.0574
3909,2.088
4387,27.4647
49272,1.6864
122,1.5258
2654,4.9121
4047,2.9713
6230,2.8107
7943,6.2371
1091,4.1224
2493,7.3882
3724,10.6539
45846,4.7381
5004,2.6501
19267,9.7706
36798,21.2811
34,2.7839
70409,27.1434
2672,1.9809
2671,3.2658
24333,5.501
3049,25.2429
1711,5.5143
61005,56.6693
9348,12.9694
41745,2.4895
0,3.1989
6177,4.4971
3665,6.2906
58061,116.9255
19711,15.4054
4851,8.2715
9199,5.3805
2124,8.3251
48835,22.0038
38796,22.8069
1863,1.0172
20195,17.6138
23184,5.1128
9767,14.1606
59871,30.0344
10166,16.1147
748,7.7629
10265,36.2983
36483,35.9771
4120,5.6214
29804,19.9159
26558,18.7916
21,3.8815
22173,62.6387
46951,3.5067
69288,29.6329
32611,39.9924
22372,1.9809
7870,3.1319
2787,9.6903
25944,33.0593
12005,11.1625
1449,8.4054
1407,9.6367
1896,5.5947
13,19.5411
27057,5.782
24897,2.2486
66,3.0784
58181,19.5411
27052,1.847
43241,32.7648
2588,6.9866
7725,41.2505
34500,14.6692
66768,23.2887
59027,59.828
28477,5.0325
18898,37.4226
32517,3.5335
2649,15.74
11731,8.3251
15667,6.5048
35090,1.044
27863,18.8987
108,31.4532
1703,9.61
33231,28.8299
20166,8.5258
20176,4.0153
15405,45.4264
2619,4.0153
33,16.1683
1881,8.6195
3083,26.7151
7422,1.8203
15853,34.7725
17779,41.7591
6692,3.8279
4413,15.8069
4029,4.0153
3381,11.3767
17133,56.9102
77926,62.8796
20381,3.8279
43880,0.6424
309,35.2543
9693,6.7189
7230,3.5468
41878,26.8757
170,14.9369
10142,38.4398
11768,5.1396
14819,30.8375
35,4.6176
501,17.0516
5001,4.0688
71994,27.8662
8148,42.3213
7833,20.7189
106,12.8757
6273,36.6731
15665,3.9082
3121,5.327
14392,4.6577
9751,20.0497
37218,40.7151
21649,3.4933
27945,23.3423
41550,21.4417
2415,37.9847
57684,68.501
2387,10.6539
19682,16.4627
7470,19.2467
603,6.8795
5668,7.6291
24923,37.5029
17704,6.826
11966,3.9885
32770,2.6822
3956,2.5163
6198,5.8623
26786,44.1683
2678,10.7209
683,6.0765
13413,55.0096
23209,29.8471
4790,4.9522
19746,2.2218
2630,7.2008
151,8.0038
19255,5.7017
1347,5.1931
10029,4.1759
89,3.3729
18608,24.0918
4050,4.8184
15749,5.1396
