seed node,shapley value
38939,2.7372
24359,12.5998
40140,28.0702
15081,38.221
0,2.1472
10914,3.2974
40481,2.6656
42103,6.3682
38969,26.3964
7019,2.9816
40576,30.4498
3105,3.1932
10234,4.3222
540,11.8402
32517,3.4392
4267,4.3682
11101,20.0068
3904,3.6044
8638,2.74
41745,1.8584
20,4.8832
572,4.4604
19255,4.6568
25944,34.5842
14686,39.5272
448,7.4352
15405,48.4792
43424,37.2154
10142,41.91
10764,6.5728
12815,22.4242
58159,17.8964
52565,33.5976
1091,5.0116
6230,2.357
47506,66.23
14468,9.383
53482,3.81
6803,18.2936
42093,5.7538
4394,13.1098
1692,3.2164
11094,35.8906
8614,2.9694
61005,55.7914
17118,32.9926
27902,2.7414
14615,32.453
2678,8.7786
2585,9.5846
46228,21.9056
1802,37.7898
48835,20.1032
3291,66.9648
2672,1.9338
1804,9.363
77467,68.1098
13413,52.4054
23476,2.9402
12880,29.9278
6692,4.8398
17133,57.821
1721,7.8166
4297,3.5374
7835,3.2762
49276,1.8276
23209,29.889
2587,3.7014
30872,3.533
21636,12.3958
28203,53.161
33727,6.4176
1435,6.6286
21690,38.129
54,4.9358
21263,5.996
23480,1.8366
20907,4.2888
558,4.5442
156,5.9258
1358,4.8134
35892,2.7144
102,2.6956
276,35.0104
105,12.0378
19047,2.6612
3528,4.8036
38769,76.963
9085,7.243
27850,5.1104
26320,3.5084
4332,2.7348
17488,115.135
21658,10.4792
35881,1.299
2599,6.8304
27440,57.7054
7682,5.324
7044,3.9228
22173,56.795
32831,50.9496
7211,1.8738
28483,5.5532
4387,25.4368
12357,3.8634
3665,5.4504
1418,5.7806
17779,39.0404
14230,32.201
9216,6.453
29084,2.1804
51027,77.6428
1691,15.3352
309,38.3822
158,23.335
22372,2.209
41811,36.0472
18608,25.8248
23466,1.6478
67153,24.2182
24518,4.8702
10239,7.7306
499,8.476
3115,27.7782
17086,52.3058
326,4.7728
20382,5.7788
10029,4.052
6731,2.7834
2649,15.4364
43901,21.1014
40668,2.2648
43241,31.2346
10,4.4524
54994,31.7202
57304,35.2704
26786,43.3562
22054,3.7104
15853,33.3372
19682,15.3192
59630,11.1538
79,1.8116
2413,58.1982
107,1.7462
36492,15.2656
1780,28.6114
20165,4.9728
19696,3.165
122,1.8778
494,8.0066
779,3.366
22008,14.8806
2651,4.7816
10761,4.676
3687,39.8618
2517,5.8906
1601,8.3162
39168,41.1522
29180,18.7942
43222,34.0822
11624,5.0616
20193,5.4346
35,3.9284
2591,3.7638
10780,7.081
58181,18.7472
39643,1.7238
16374,4.219
15749,5.8174
2276,7.2592
1872,23.2248
4132,20.4494
2391,36.9596
3582,3.2358
23998,46.1662
20381,4.3368
1895,2.7974
1449,8.3844
10881,5.0022
17735,10.3474
32646,12.899
64929,20.468
20183,1.8972
28,4.0698
15667,5.3452
437,10.789
32426,5.9988
58604,107.0534
1370,3.7988
5099,60.3766
70544,37.6418
28763,2.2226
25,1.9348
5004,2.0492
1443,45.4184
14068,48.9842
2239,7.2316
3539,34.852
24897,2.3498
11009,35.5188
32507,4.0156
23085,19.8254
121,4.8024
19727,3.0014
20082,4.7612
52149,40.3632
719,9.7332
19713,3.15
19935,53.3292
21647,2.6994
3532,5.9202
11804,25.79
5668,7.8136
1151,4.8046
10137,4.7736
16142,61.0924
24333,5.4376
32585,36.4572
9492,12.9436
27075,9.9206
5242,54.1334
26464,6.6404
12335,2.816
4345,5.5352
7943,5.9116
1321,5.8242
2400,15.492
25034,29.0088
31504,31.739
20176,3.8698
3049,24.847
22331,2.2858
17081,62.256
19694,6.0852
98,27.0046
753,2.7178
3711,3.8746
28183,54.196
3638,3.6072
38950,11.1044
9713,3.4524
40482,2.7508
59871,32.16
18675,14.6372
534,3.1952
50862,29.6744
3697,3.5326
27945,23.8044
12274,33.2442
15974,21.4628
8687,40.8464
75510,49.2402
34722,28.4246
1347,6.3178
49277,1.7104
5000,4.3112
25494,7.5432
3834,3.181
6787,31.9378
22374,2.108
36949,4.7238
59,4.6088
3724,10.6516
27883,2.2354
3702,15.5372
8245,13.819
2671,2.4194
18863,4.9986
6082,4.689
12847,28.2624
16115,24.8654
24243,38.643
24923,40.4194
1334,1.8482
16274,24.3186
40600,31.688
19781,3.6666
19267,8.7976
17519,5.2848
17096,59.9478
19749,6.8372
33376,4.9596
24701,4.8076
35951,2.5594
27063,1.8638
13394,48.7566
9904,2.7034
12865,8.9246
3733,6.8648
185,13.3992
11054,5.9738
5969,7.1662
17730,3.0794
6198,5.5012
28759,3.1536
29855,20.499
14260,2.853
2769,8.3552
27058,3.3198
19257,19.6232
24528,2.9932
33403,33.6796
15660,13.3168
67515,51.5494
59947,26.01
55287,24.5374
478,5.812
2646,2.9608
8172,4.3184
103,2.1694
7349,4.9792
52278,64.9632
2050,19.9822
3706,2.6562
30667,2.2514
34500,13.378
3499,5.968
8787,6.1406
39211,20.4622
34239,25.711
8658,4.7818
9232,6.8976
36660,2.6448
4083,7.6794
1304,5.6296
743,4.6978
11196,4.4574
26558,18.5568
39224,40.793
22356,23.877
27068,4.0656
64782,45.711
29804,19.3518
2674,6.2728
5002,6.5218
11093,5.2074
2415,34.6244
36798,24.71
5025,32.3226
11434,31.1748
4444,6.1826
10010,4.824
78971,94.7606
13661,10.3768
11109,8.8242
33231,28.0876
15,4.989
55390,55.5668
36639,2.2498
5990,3.5964
11735,8.3342
18898,36.65
1892,4.609
18862,9.6968
6199,10.7136
172,43.8634
9727,3.0414
817,15.4022
38796,20.9784
7508,2.9536
35867,1.478
1532,4.1292
2616,2.5202
76,2.2906
6256,41.0326
11,4.7194
27059,1.9738
46946,2.3532
53945,46.3568
66768,21.9014
28477,3.973
49467,52.574
110,2.6614
580,26.7806
1926,14.4156
13728,2.0038
752,11.1262
33322,3.9184
45770,55.2014
3121,4.8136
9508,57.0218
4033,5.7038
42088,4.8736
68348,38.3192
23174,23.22
1327,22.073
11578,3.8826
27863,17.1036
32621,39.7558
45894,6.0624
36647,3.801
13,15.8986
21963,3.2976
4029,3.7514
22926,18.7244
49332,1.9294
64803,39.5812
13818,7.2376
21922,3.75
17407,3.1594
2662,5.0578
32611,40.8924
2668,5.6356
24349,5.17
2705,4.3032
46951,2.8482
4851,9.292
49531,56.4018
41750,4.146
40,7.1702
9672,3.7354
815,56.7472
46919,31.2648
27057,5.8784
49298,2.3166
22656,17.2352
23459,2.22
27201,11.3708
3567,35.7682
195,28.289
15832,2.9344
1696,3.7662
16929,16.8692
4034,14.178
10031,24.878
378,8.0774
7422,2.4556
51853,24.2338
24727,8.5446
14301,2.3124
1903,9.232
71994,25.2804
36486,19.6276
8812,2.937
19714,2.1112
9690,4.9638
44321,5.225
6175,6.6324
19773,23.9308
55321,39.7642
436,17.193
7669,5.351
38952,6.715
3047,9.2014
1154,11.3434
67,4.7268
24050,30.1304
2493,7.124
9269,5.5192
17704,6.4892
1723,12.9746
38938,2.5462
1906,4.5506
627,3.7948
38802,35.7524
48479,36.249
14392,4.909
9738,18.7536
3048,34.6518
25275,76.267
2630,7.2152
7360,8.093
6177,4.1614
52224,46.8436
449,3.8716
5611,11.9632
11605,14.711
9228,14.1634
19337,44.7392
15419,42.8318
49284,1.8956
17829,6.1614
746,4.318
19693,2.9558
6188,30.2278
67651,23.502
22901,35.963
23184,5.4792
35877,6.247
44346,3.5386
11134,7.0016
9193,38.002
25177,18.1904
3089,45.975
11497,34.2378
8155,36.8666
26950,24.2464
2787,9.8994
35090,1.3316
27900,3.719
11422,8.1274
23471,2.9016
14819,29.6268
1750,3.5402
15786,3.7612
27460,4.7916
59065,51.609
49327,2.2472
22848,4.7394
45846,4.8332
49363,1.9288
15634,4.0152
8629,3.5886
9199,7.6564
15927,126.0982
53200,39.0262
1923,3.272
1425,6.6582
40849,77.0044
20411,3.4382
10365,2.6828
42134,5.3914
101,10.3382
1880,3.1382
15291,14.946
67982,148.0594
8158,43.297
69288,28.4838
14788,23.6246
10733,14.2248
24020,7.0558
8764,5.2804
35882,4.074
184,8.5364
323,13.6988
49307,2.1928
7362,20.5652
25679,2.5396
46931,2.8512
21201,2.7678
4050,5.3956
801,7.3878
5955,6.0688
44620,1.8628
23478,2.6124
22,3.096
115,3.3838
188,14.2378
22058,9.44
2580,5.3672
21664,6.0818
7725,39.9494
39813,46.8214
8148,41.8858
15685,4.6206
45539,33.4928
2576,11.2438
7348,9.0802
3704,3.9594
4470,2.9672
20181,3.0638
467,9.9826
2275,7.128
57664,32.0796
1560,3.795
22361,6.2004
785,7.8838
79361,60.7388
20837,32.8026
66307,66.5346
49404,2.0538
38376,91.212
9693,5.776
4413,17.8682
23463,3.7972
41736,2.3312
9348,14.6968
8603,4.4916
45546,47.502
33,13.5074
37257,14.2656
14202,4.6914
61953,14.9478
2702,13.5086
43565,41.79
48702,19.1632
256,12.7344
7937,5.4628
9768,4.4712
1356,3.48
25151,51.6258
41738,2.7168
3381,10.7236
2653,18.1504
1703,9.2316
19741,5.0634
55774,58.6124
8615,8.9368
37735,26.7216
67964,49.022
8763,1.991
28700,3.5576
53535,32.1884
4189,14.3638
94,8.3386
70409,25.725
28455,2.9454
65,6.7628
7230,3.5596
24362,3.638
53188,4.1754
21649,4.7532
9673,2.0396
9751,21.385
13467,13.8366
27556,24.434
38746,30.8912
12367,5.5408
49060,4.5306
539,4.8108
32424,2.698
10170,8.6446
9708,2.597
22350,4.7056
76921,38.8604
19709,2.0238
1407,10.2112
17515,19.339
36495,36.082
1697,13.4916
75,8.5272
9233,25.8464
134,3.1946
9810,13.1828
27890,3.5924
81,7.7792
880,30.5654
32518,2.7744
153,3.4962
2601,4.743
108,29.8372
4055,8.2988
3937,4.655
31169,5.9074
2619,2.8376
9754,28.4088
39119,34.0296
3552,4.1248
35591,4.591
1751,45.686
20166,7.9606
46988,17.9302
49272,1.964
49343,2.4348
2614,4.7704
1863,2.0234
66765,64.1064
19745,8.6748
15665,3.1562
31407,32.0018
17679,9.3422
15295,4.473
21672,1.713
15640,2.8338
780,13.3048
35878,1.8172
10731,23.0684
1377,3.7072
954,10.1054
19244,4.6674
47154,32.8596
34383,9.915
7872,9.962
16264,3.3256
92,3.1006
23460,4.6484
55950,50.1518
1937,39.1664
24001,27.486
51115,27.3206
18579,4.0974
25213,31.983
610,10.328
165,7.6912
4790,5.5484
76558,36.6712
50538,26.809
4053,5.9484
22749,8.1192
