seed node,shapley value
103,2.1695
9085,7.1962
38796,21.0003
6731,2.7982
32585,36.4068
27945,23.7802
2616,2.4934
61005,55.7006
801,7.4214
4437,4.4911
9233,25.8627
5099,60.3921
15419,42.8591
1378,7.7822
2662,5.0383
9754,28.3779
3539,34.9049
1711,5.5639
43901,21.0633
102,2.6877
448,7.4364
5016,6.0213
49361,2.2948
22356,23.8781
52278,64.8784
14686,39.3584
1750,3.5235
14301,2.3173
15634,4.0192
45546,47.4983
32578,5.4179
10430,4.2046
39,2.7643
38969,26.4804
71963,26.8634
38952,6.659
58181,18.739
478,5.8686
11422,8.0935
10764,6.5261
2678,8.7812
2614,4.7535
1399,17.8503
9426,9.3062
6206,17.7031
49060,4.5052
2604,3.2039
467,9.9884
75,8.5705
785,7.8917
38376,91.1853
36637,3.5397
535,14.0851
67651,23.5064
21757,31.4862
55950,50.2088
2585,9.5943
36498,14.5279
83,3.0428
3083,28.7997
28477,3.9347
534,3.24
21636,12.3859
17735,10.3492
45871,2.7855
24128,39.312
7682,5.3525
19682,15.3601
32440,14.9053
32428,19.4431
35591,4.606
22361,6.2236
7044,3.9148
123,12.8271
45,10.8422
22,3.052
10365,2.7045
15640,2.8208
49332,1.9107
4034,14.1901
23466,1.6594
1449,8.4359
8148,41.9597
9492,12.939
41844,2.9191
30667,2.2435
2651,4.7211
64782,45.8026
58159,17.9018
29084,2.171
4297,3.5159
11196,4.4399
15053,27.4447
1890,6.2941
2415,34.675
2969,61.2737
26558,18.6351
21672,1.7041
24359,12.6014
24020,7.0061
1328,56.0705
54994,31.7177
880,30.6099
42492,24.3731
22643,33.1574
10137,4.828
3719,4.6862
32831,50.9814
22336,3.3167
9673,2.0219
3009,4.8667
5611,11.9385
18862,9.6786
6273,36.6207
45539,33.5698
11315,48.2201
11134,6.9883
23480,1.8447
31233,5.5681
9199,7.6796
326,4.7322
7348,9.0658
19741,5.0961
28454,2.1727
39119,34.013
183,47.6057
45984,29.5822
12363,4.2839
494,8.0213
27850,5.068
554,9.2989
38950,11.1425
11101,19.9733
59871,32.0792
3697,3.5303
21263,5.9688
4452,2.8148
4413,17.8059
47154,32.9459
1423,5.2555
19267,8.8622
36492,15.2772
10029,4.1005
42134,5.3382
10,4.4125
3665,5.417
24001,27.4839
2631,8.4766
24243,38.6994
9751,21.3445
3105,3.1696
59027,56.6764
19272,43.6661
8687,40.8069
44,2.0139
14574,10.247
9672,3.7088
65,6.7696
32646,12.93
8276,7.9967
1723,12.9114
23459,2.2274
4496,3.9594
20,4.8201
17086,52.3073
39482,16.9336
66412,43.2973
10142,41.9119
40452,4.0057
27887,4.3986
19714,2.105
25151,51.6123
15671,3.6384
20166,7.9321
11804,25.8218
8603,4.5087
5001,3.7067
2615,4.0349
4431,8.3474
54,4.9106
2459,10.922
4482,4.6363
59065,51.7075
8163,2.1973
3049,24.7404
21668,3.4947
12815,22.3971
1927,4.197
36490,31.3536
28763,2.2109
23998,46.165
4478,4.0993
36483,35.1484
17081,62.201
2649,15.4501
5668,7.9431
19244,4.7208
36447,2.4611
6787,31.9597
2599,6.8151
108,29.9153
67982,148.1294
22198,79.4699
2637,7.9017
43222,34.0213
11722,21.9392
10170,8.6716
15322,26.5944
19694,6.1189
28203,53.0247
19713,3.1851
