seed node,shapley value
47154,66.3891
28700,11.1272
81,18.265
17407,5.5799
165,19.4365
27858,4.8157
55321,66.2406
7682,12.1455
21658,26.2068
2653,71.8227
683,14.7973
801,19.5787
11605,38.1286
3704,12.9649
22,7.17
3687,119.9636
7360,28.1532
49,22.2314
14301,5.1377
41750,7.8736
2705,12.5594
322,7.7501
1892,10.8901
57304,62.6311
27928,21.6024
43565,217.1734
12847,62.6022
17735,26.6397
16264,8.435
39119,40.8989
123,26.011
22702,88.1351
24243,60.8398
24727,11.8766
494,15.8326
9196,58.6185
78456,59.7443
20193,10.9943
58604,118.0246
10365,6.7619
20837,46.4981
27176,62.1501
51115,53.7023
22926,28.1105
6082,15.7836
7027,20.2745
51853,38.3358
3660,10.7302
758,16.839
8148,62.8274
35882,9.7929
32440,21.6646
6198,14.8527
34239,60.9844
9210,12.0561
9673,7.1388
21668,10.8997
9085,12.9495
19749,14.3199
3048,104.765
172,53.8559
1923,7.4275
8614,6.4464
779,9.1858
4452,7.1807
19272,75.3776
40668,4.7314
49284,3.6178
17100,50.1976
103,6.0051
49467,79.6957
45539,56.1153
5025,94.6734
2662,11.8102
3711,11.5329
2050,51.8437
35090,5.4899
4851,21.5646
19694,10.3369
43222,67.6387
36647,8.3208
45546,77.1971
67964,66.9792
15419,62.4754
7508,5.6602
7044,12.1627
3658,8.2645
10731,31.7053
1304,47.3842
4297,10.4038
14468,23.0501
4986,14.5235
15053,54.9569
122,5.3929
49361,4.496
79,5.2774
29855,38.4255
36,23.7175
23515,8.4887
25679,5.2903
23463,9.5035
572,11.585
10881,13.2245
19696,6.8315
467,19.3218
22901,45.7604
26328,18.3513
57331,49.8727
18863,19.6364
23459,8.8553
105,18.4666
32770,10.5808
9805,39.8037
1903,21.9238
77926,92.2553
4478,10.7096
1703,22.1544
15297,23.4728
2649,24.6258
2587,7.8975
954,26.2381
10142,65.1147
9193,59.511
1418,23.6751
89,6.1021
16274,57.0735
21672,7.7459
2615,12.2286
11434,55.8716
76921,75.5278
27059,5.2384
76335,69.8762
12815,35.7873
14686,69.5677
11134,32.2218
40482,6.777
24001,53.6444
20165,11.4927
1322,44.2903
20166,14.5102
9810,29.9765
27068,8.6788
22054,7.7178
28477,9.6137
22058,30.1615
4470,9.2194
6177,13.4764
10132,82.2807
3532,12.1162
4029,7.6755
33231,76.5225
7937,15.1901
8168,55.6685
64803,51.4623
3552,8.3326
9348,33.3274
14392,12.0571
22356,38.7221
35881,2.7216
22656,39.9656
158,53.9198
7422,8.2295
4482,18.9112
2601,9.0368
16374,8.3891
26464,13.9739
29799,26.0025
743,9.3416
97,4.8785
41738,5.2812
76558,71.5526
36639,5.0367
6731,5.7948
27890,10.4545
55757,56.8046
19693,5.4039
10732,5.8502
24061,57.8143
7362,32.3125
3909,7.5969
15667,12.5461
2599,13.9979
37257,22.5862
6262,7.5854
1422,7.1143
3121,14.4082
11093,23.1274
14260,10.9581
28455,9.184
15295,23.2311
11768,17.9843
142,4.7024
0,5.7632
9693,14.0399
38987,18.0405
24128,74.7014
1336,11.5862
1872,30.1927
5000,17.988
3724,25.724
5969,15.3125
19727,6.3077
499,21.9924
8164,31.51
16,12.3527
1142,29.2942
1926,22.8672
35878,4.6395
14230,38.2863
170,44.535
610,28.9879
8764,18.5481
32377,90.7506
79361,90.4246
19745,12.7425
58080,8.8258
108,42.8192
107,4.2458
539,12.2841
34722,56.4142
18579,8.5595
44,4.9784
59,8.8421
1896,14.6603
36483,57.368
14615,46.7256
23460,11.4453
28454,7.1696
4827,27.8109
3697,9.7049
10250,57.7605
33322,9.937
14819,59.6408
21647,8.4292
12005,21.6855
17515,43.9021
39168,63.3949
66768,42.1151
10137,16.459
1751,88.9466
11196,11.1733
20246,9.262
748,14.7241
40,12.4975
40851,36.7814
256,25.2947
27945,38.7543
2605,34.5331
2628,45.0197
38939,6.0977
1937,69.4359
40576,47.8048
29094,11.1333
11731,24.4312
15853,45.1018
1332,27.1522
55390,88.4687
15405,82.0815
5668,40.6325
15168,17.0638
1691,46.1979
45871,7.438
67651,46.7146
67153,45.3246
21963,12.8483
134,8.3189
57684,90.9401
3710,13.0972
24247,11.319
28763,9.5383
6230,6.6827
40481,5.7852
8276,22.8184
2674,15.7978
14202,11.3977
27058,8.4497
43241,51.0767
4496,9.4771
16963,31.2084
3582,6.9794
2828,78.2975
3567,49.5941
32507,10.3548
10209,41.2478
46931,7.8301
32518,7.9136
2769,22.6793
5099,118.4663
5016,12.5861
9269,14.3042
27201,24.194
10234,17.4422
136,11.3896
70544,52.814
53200,50.8162
15194,9.1962
21636,18.1806
753,6.602
10733,20.5525
9228,21.7117
20,12.4162
55774,84.2641
22749,23.1276
49276,4.4465
22331,5.5624
15832,11.3485
15937,64.2196
9690,15.8692
44465,55.8327
22848,11.5299
153,10.1442
26320,9.9927
39224,67.1311
38938,11.1952
2631,28.0863
61406,107.0961
42103,14.1996
29084,7.7317
4413,40.5317
2588,18.332
35867,3.4532
78971,113.9526
24362,7.8286
4153,6.6138
10430,6.6493
2413,147.4045
3115,75.5783
448,23.1898
2400,38.4434
46946,5.6274
55287,41.2352
39614,4.863
15665,9.246
534,10.1249
11010,25.2407
3499,10.3903
32585,53.1833
11009,57.5925
815,127.7733
17081,97.8669
15291,42.6073
8245,41.2948
10174,47.1853
13661,25.1342
41736,5.3578
2517,15.352
41844,7.975
27440,93.6343
3666,19.1927
7390,7.9754
21664,14.8304
184,15.5084
12335,9.6109
68348,54.5507
8158,63.8796
28553,17.3977
10031,42.3902
3539,47.5218
19711,27.8192
4053,13.0145
20401,7.2933
59965,45.9516
9767,27.4884
9508,80.4037
22198,113.8873
1881,15.7263
6692,19.5901
49307,4.4317
11578,15.3253
603,20.0711
309,67.5356
3702,38.9118
24031,16.0679
11101,42.0652
54,9.5961
43880,3.585
9233,42.4532
22350,10.796
7835,12.2674
8687,72.7379
4437,11.4123
15175,28.1357
23184,11.3056
75,10.2098
558,18.3989
14788,61.5433
17730,10.4727
15308,20.3249
4463,5.0516
9426,14.8644
2654,14.5661
14199,24.9977
9280,26.5628
49323,5.0956
12367,13.5494
33403,65.1537
22374,4.8944
19883,76.0632
66,6.7517
719,29.0411
3834,8.4556
59871,69.4086
11422,40.9896
6787,62.7725
4055,18.3534
20195,21.8027
27900,8.5334
4403,10.7172
1890,15.1182
19773,43.9475
1378,24.0446
40480,4.9971
1399,34.2235
39211,32.3207
25034,54.8721
20411,6.5233
1327,74.1615
197,25.6589
76,5.3309
65,14.7658
501,46.5937
41550,42.2601
121,11.5442
9754,48.896
50862,56.8622
1802,49.1521
8787,11.7326
15671,11.329
11054,15.6068
1368,28.5434
1723,33.0314
35892,4.6345
38969,61.651
20184,55.0341
7845,22.4163
5050,10.3892
47506,87.8931
7669,7.466
5026,26.6883
11748,15.2757
15685,12.6976
3381,35.0673
5242,162.9337
71994,46.8312
3957,16.7553
9672,12.9042
52149,64.4858
4394,30.7599
40140,44.9766
17133,72.0519
49319,4.3688
276,152.2382
19732,11.0921
1328,111.9602
8763,3.8499
27556,31.2297
28,8.681
24333,12.6782
14195,83.8472
173,36.4654
32428,42.6684
185,21.5197
19713,5.2943
6188,43.4984
35591,10.6198
13394,80.5806
1449,21.2875
2591,16.6233
2678,12.1631
32424,6.4498
92,4.4984
21649,11.4643
51119,63.3114
39482,53.0548
13601,20.4493
44321,11.093
61005,92.2572
49338,4.6581
6703,6.6881
45984,58.3597
27460,11.6414
20181,5.6743
9738,69.9422
49363,4.8534
55817,48.5599
1559,30.9416
2969,157.8334
17704,15.7192
8638,6.3405
19337,69.7611
25213,62.5133
20382,21.3119
2651,12.583
9705,9.5426
53482,9.2571
15660,19.688
18681,43.6947
27859,10.5758
7211,5.2609
6174,10.3839
2493,20.1595
98,66.9647
18675,37.4088
7870,9.6909
769,13.7469
34767,30.8127
19709,4.4288
21757,39.2341
19729,6.7018
16115,58.1919
28759,12.0283
49060,9.3268
15749,16.3647
14068,86.3397
4050,12.4604
6273,61.6222
2702,26.6232
22372,5.8569
46919,45.4956
15974,67.9672
32426,13.7851
49531,76.3848
140,11.6163
42492,37.2729
43901,28.1745
437,28.7001
39184,81.4358
323,21.9119
25151,76.5442
24528,8.1542
1906,7.5749
19047,12.0251
29180,51.3246
3722,15.0492
35877,13.6242
13816,16.5299
13649,53.4658
4831,22.7814
8262,53.1972
2720,7.4706
32517,8.0008
7349,26.4719
24562,38.8691
19781,7.9289
8163,5.8861
27887,11.2116
24518,13.5293
19714,5.4697
45770,73.6658
663,112.0419
1390,11.9504
16142,154.7683
8603,10.5007
1880,7.9947
1435,12.9633
46951,9.3938
41745,4.6704
2616,6.7619
3733,24.0627
23466,4.8751
38769,106.4241
38950,18.7616
818,11.1138
24020,18.0693
27063,6.5636
21670,8.1637
30667,4.3984
19704,7.6682
6256,60.7874
1721,14.0796
554,23.4443
63992,15.2868
37735,35.678
45,15.6416
2637,22.4897
25494,23.2864
18853,17.33
39643,3.8433
21922,9.7897
9727,8.6441
36637,7.6823
10761,13.4829
9708,10.8864
2604,8.2247
36798,138.5857
3674,6.2477
64929,30.2276
6803,83.5089
1364,30.3138
83,12.0663
8615,36.4175
48702,51.2165
48835,36.3369
30872,16.3242
10239,17.5633
24558,17.3918
7019,9.7205
33,29.0592
11497,62.0129
436,56.7077
2580,13.1911
31233,13.8501
24914,50.1851
3937,12.3808
59065,76.9605
10878,20.4877
12883,79.2299
17096,84.3989
478,13.5118
32578,15.3483
19935,68.5198
66307,193.8754
101,17.8103
42134,10.6646
3009,24.8453
19741,9.8099
714,5.9019
45846,13.5352
11109,31.7789
19267,59.5082
38802,68.8348
6206,41.5455
13818,20.8622
1407,17.2335
32646,21.4648
110,5.897
49298,7.5034
1895,6.2895
27850,10.0561
10166,26.9578
326,13.1296
1321,21.9035
27902,4.9931
880,84.0793
2671,6.5503
49343,4.8103
9899,57.821
2787,22.1385
49332,5.6753
77467,101.6399
23471,9.4574
71963,43.8709
1560,9.7814
7470,53.9613
36498,23.9005
27075,16.4353
19255,26.8197
2668,28.8236
4345,21.6235
115,9.3535
48479,88.6704
25944,43.7373
39275,43.011
17519,16.0563
51897,82.4218
2630,18.4601
1804,25.3907
67982,174.0191
32611,55.1918
3528,9.4188
1421,25.3283
9681,16.4918
24331,20.975
10,10.4486
70412,21.6023
3792,9.5262
24359,18.0593
1927,10.431
18682,81.6621
14196,25.808
8155,53.9849
3644,10.3436
28183,68.0335
52278,74.7204
12880,52.5879
4047,6.5099
15786,15.5028
22361,10.5549
1347,25.6869
9692,14.441
2618,10.7215
4444,13.5566
1168,51.4887
746,16.832
156,19.8569
13467,26.7474
1423,12.4452
13742,10.5313
36495,64.0792
3047,29.9401
7725,110.4781
12363,12.1345
1377,7.3303
36492,21.4976
1443,130.4422
1750,9.8844
785,19.1485
3665,15.7026
54994,80.8313
604,7.214
66412,92.4911
7943,12.7793
36660,5.0913
9232,19.1464
449,9.5154
9713,10.7169
46988,36.6871
2585,21.2739
11565,20.9324
7348,24.3907
10780,15.82
49404,5.508
1424,12.7562
21690,58.602
5023,9.9337
20183,4.3665
21,9.5472
49277,4.9361
2124,18.7336
1711,10.7316
8172,11.1685
13,39.2866
3904,8.1943
19257,33.2471
22643,48.6416
27571,38.7353
151,16.7983
23085,76.7733
4431,16.6017
1532,12.0544
10029,9.3735
4267,14.1948
20381,7.6013
25,4.858
34500,55.7873
11,13.0422
44346,7.7692
1358,15.6377
1863,5.6704
13413,66.7187
32621,55.7144
59027,85.7647
9904,10.86
37274,42.3442
55916,34.7141
18608,34.8668
10407,4.5784
188,46.4672
26950,41.5519
34,7.1368
535,37.0411
55950,65.7038
34383,41.0873
1151,12.503
58181,25.5462
10764,13.6388
24050,39.4438
4033,12.2372
3956,12.2943
12865,26.0608
4303,8.4992
11735,29.2345
4127,27.052
31504,57.4591
7872,29.3061
31169,14.0821
28207,46.6451
23478,5.6781
40600,42.2938
195,65.0211
7367,19.7947
14574,25.692
12274,46.5071
1362,15.0956
27560,15.9082
3097,8.7266
49272,5.5293
15322,38.5088
13527,72.4468
4083,14.7362
59947,56.6248
11316,35.1285
18,17.8231
49327,4.801
542,10.5268
10668,15.6701
817,21.7371
144,48.3176
19682,27.1313
3083,36.2972
23209,42.0943
5990,9.4116
2619,5.4744
24349,10.5882
183,66.8119
1356,7.6426
6207,9.2152
8658,14.2004
32566,26.0587
34386,54.1602
2646,7.6127
2984,62.8683
4132,57.0684
60872,69.4217
1692,5.9794
2276,17.4491
41878,48.4857
23174,29.1238
36447,6.6774
32831,90.2718
66765,98.9431
588,29.926
11722,46.5065
96,39.047
